date,value
2017-08-10,59.9611
2017-08-11,59.9298
2017-08-12,60.1873
2017-08-15,59.799
2017-08-16,59.9266
2017-08-17,59.6521
2017-08-18,59.249
2017-08-19,59.3612
2017-08-22,59.1409
2017-08-23,59.0396
2017-08-24,59.1312
2017-08-25,59.1397
2017-08-26,59.1476
2017-08-29,58.5469
2017-08-30,58.532
2017-08-31,58.7306
2017-09-01,58.5454
2017-09-02,58.0557
2017-09-05,57.7817
2017-09-06,57.8503
2017-09-07,57.3387
2017-09-08,57.1411
2017-09-09,56.9966
2017-09-12,57.1694
2017-09-13,57.2656
2017-09-14,57.6679
2017-09-15,57.7706
2017-09-16,57.5336
2017-09-19,57.6242
2017-09-20,58.0993
2017-09-21,58.129
2017-09-22,58.2242
2017-09-23,57.6527
2017-09-26,57.566
2017-09-27,57.5186
2017-09-28,58.0102
2017-09-29,58.4255
2017-09-30,58.0169
2017-10-03,57.8134
2017-10-04,57.9375
2017-10-05,57.7832
2017-10-06,57.5811
2017-10-07,57.7612
2017-10-10,58.3151
2017-10-11,58.0713
2017-10-12,57.921
2017-10-13,57.6869
2017-10-14,57.6196
2017-10-17,57.0861
2017-10-18,57.3392
2017-10-19,57.2721
2017-10-20,57.5706
2017-10-21,57.5118
2017-10-24,57.4706
2017-10-25,57.5852
2017-10-26,57.614
2017-10-27,57.7643
2017-10-28,58.0833
2017-10-31,57.8716
2017-11-01,58.1179
2017-11-02,58.1557
2017-11-03,58.0869
2017-11-04,58.4296
2017-11-08,58.4557
2017-11-09,59.248
2017-11-10,59.2527
2017-11-11,59.2808
2017-11-14,59.1823
2017-11-15,59.6207
2017-11-16,60.249
2017-11-17,59.9898
2017-11-18,59.6325
2017-11-21,59.2746
2017-11-22,59.4604
2017-11-23,59.0061
2017-11-24,58.4622
2017-11-25,58.5318
2017-11-28,58.2773
2017-11-29,58.4125
2017-11-30,58.3311
2017-12-01,58.5814
2017-12-02,58.5182
2017-12-05,58.9911
2017-12-06,58.6924
2017-12-07,58.9281
2017-12-08,59.2948
2017-12-09,59.2811
2017-12-12,59.2348
2017-12-13,58.837
2017-12-14,59.1446
2017-12-15,58.7082
2017-12-16,58.8987
2017-12-19,58.694
2017-12-20,58.6117
2017-12-21,58.717
2017-12-22,58.5596
2017-12-23,58.3152
2017-12-26,58.1989
2017-12-27,57.7343
2017-12-28,57.4544
2017-12-29,57.6291
2017-12-30,57.6002
2018-01-10,57.0463
2018-01-11,56.8734
2018-01-12,56.9957
2018-01-13,56.6019
2018-01-16,56.3569
2018-01-17,56.3878
2018-01-18,56.5925
2018-01-19,56.7597
2018-01-20,56.5892
2018-01-23,56.6261
2018-01-24,56.4115
2018-01-25,56.3888
2018-01-26,55.9288
2018-01-27,55.8288
2018-01-30,56.2908
2018-01-31,56.2914
2018-02-01,56.184
2018-02-02,56.2613
2018-02-03,56.0408
2018-02-06,56.6278
2018-02-07,57.2196
2018-02-08,56.9533
2018-02-09,57.6736
2018-02-10,58.1718
2018-02-13,58.0171
2018-02-14,57.7701
2018-02-15,57.5899
2018-02-16,56.5918
2018-02-17,56.3554
2018-02-20,56.3438
2018-02-21,56.5201
2018-02-22,56.6537
2018-02-23,56.7608
2018-02-27,55.9208
2018-02-28,55.6717
2018-03-01,56.3742
2018-03-02,56.4334
2018-03-03,56.6616
2018-03-06,57.1
2018-03-07,56.5041
2018-03-08,56.8011
2018-03-13,56.6122
2018-03-14,56.9359
2018-03-15,56.9372
2018-03-16,57.0188
2018-03-17,57.4942
2018-03-20,57.5521
2018-03-21,57.7033
2018-03-22,57.4954
2018-03-23,56.8391
2018-03-24,57.1072
2018-03-27,57.0039
2018-03-28,57.1747
2018-03-29,57.5598
2018-03-30,57.7626
2018-03-31,57.2649
2018-04-03,57.285
2018-04-04,57.5375
2018-04-05,57.7646
2018-04-06,57.5796
2018-04-07,57.8332
2018-04-10,58.5714
2018-04-11,62.3699
2018-04-12,64.0626
2018-04-13,62.0659
2018-04-14,61.4311
2018-04-17,62.2794
2018-04-18,61.1454
2018-04-19,61.5539
2018-04-20,60.8583
2018-04-21,61.3222
2018-04-24,61.7655
2018-04-25,61.6644
2018-04-26,61.7494
2018-04-27,62.6027
2018-04-28,62.726
2018-04-29,61.9997
2018-05-04,63.486
2018-05-05,63.2012
2018-05-08,62.7148
2018-05-09,63.0066
2018-05-11,62.5229
2018-05-12,61.7354
2018-05-15,61.7684
2018-05-16,61.9164
2018-05-17,62.3033
2018-05-18,61.8215
2018-05-19,61.9408
2018-05-22,62.5327
2018-05-23,61.261
2018-05-24,61.5945
2018-05-25,61.409
2018-05-26,61.6659
2018-05-29,62.271
2018-05-30,62.642
2018-05-31,62.5937
2018-06-01,62.0188
2018-06-02,62.2056
2018-06-05,61.929
2018-06-06,61.9822
2018-06-07,62.0064
2018-06-08,61.8125
2018-06-09,62.668
2018-06-10,62.3431
2018-06-14,63.1164
2018-06-15,62.2511
2018-06-16,62.6851
2018-06-19,63.4838
2018-06-20,64.0683
2018-06-21,63.6175
2018-06-22,63.7873
2018-06-23,63.2396
2018-06-26,62.9497
2018-06-27,62.7908
2018-06-28,63.1359
2018-06-29,63.291
2018-06-30,62.7565
2018-07-03,63.1394
2018-07-04,63.2194
2018-07-05,63.2267
2018-07-06,63.2604
2018-07-07,63.1216
2018-07-10,62.8338
2018-07-11,62.4442
2018-07-12,62.098
2018-07-13,62.2062
2018-07-14,62.2934
2018-07-17,62.2556
2018-07-18,62.4352
2018-07-19,62.9006
2018-07-20,63.2746
2018-07-21,63.4888
2018-07-24,63.1957
2018-07-25,62.9235
2018-07-26,63.0836
2018-07-27,62.9471
2018-07-28,62.9726
2018-07-31,62.7805
2018-08-01,62.3497
2018-08-02,62.559
2018-08-03,63.1358
2018-08-04,63.4549
2018-08-07,63.4975
2018-08-08,63.5425
2018-08-09,63.595
2018-08-10,66.2856
2018-08-11,66.9075
2018-08-14,68.2234
2018-08-15,66.7535
2018-08-16,66.3772
2018-08-17,66.8932
2018-08-18,66.8757
2018-08-21,67.1807
2018-08-22,67.1783
2018-08-23,67.6163
2018-08-24,68.5259
2018-08-25,67.7911
2018-08-28,67.3963
2018-08-29,67.3911
2018-08-30,68.1451
2018-08-31,68.0821
2018-09-01,68.0447
2018-09-04,67.7443
2018-09-05,68.2737
2018-09-06,68.4628
2018-09-07,68.2505
2018-09-08,69.0286
2018-09-11,69.8685
2018-09-12,69.9744
2018-09-13,69.5728
2018-09-14,68.637
2018-09-15,68.2826
2018-09-18,68.1958
2018-09-19,67.7519
2018-09-20,67.0098
2018-09-21,66.4725
2018-09-22,66.2497
2018-09-25,66.1594
2018-09-26,65.8244
2018-09-27,65.7585
2018-09-28,65.8355
2018-09-29,65.5906
2018-10-02,65.5745
2018-10-03,65.2221
2018-10-04,65.4244
2018-10-05,66.2115
2018-10-06,66.627
2018-10-09,66.9685
2018-10-10,66.4032
2018-10-11,66.1832
2018-10-12,66.7727
2018-10-13,65.9751
2018-10-16,65.7508
2018-10-17,65.5305
2018-10-18,65.4026
2018-10-19,65.7238
2018-10-20,65.814
2018-10-23,65.3065
2018-10-24,65.3101
2018-10-25,65.6299
2018-10-26,65.7476
2018-10-27,65.6345
2018-10-30,65.8129
2018-10-31,65.7742
2018-11-01,65.5962
2018-11-02,65.6517
2018-11-03,65.5799
2018-11-07,65.9912
2018-11-08,66.0918
2018-11-09,66.2155
2018-11-10,66.8497
2018-11-13,67.5238
2018-11-14,67.6812
2018-11-15,67.9975
2018-11-16,66.6159
2018-11-17,65.9931
2018-11-20,66.0081
2018-11-21,65.5871
2018-11-22,65.9485
2018-11-23,65.6067
2018-11-24,65.6664
2018-11-27,66.5072
2018-11-28,66.78
2018-11-29,66.9436
2018-11-30,66.6342
2018-12-01,66.5335
2018-12-04,66.2921
2018-12-05,66.4467
2018-12-06,66.8242
2018-12-07,66.7377
2018-12-08,66.9227
2018-12-11,66.2416
2018-12-12,66.5022
2018-12-13,66.4225
2018-12-14,66.255
2018-12-15,66.4337
2018-12-18,66.6208
2018-12-19,66.7454
2018-12-20,67.1121
2018-12-21,67.371
2018-12-22,68.0085
2018-12-25,68.4073
2018-12-26,68.7448
2018-12-27,68.8865
2018-12-28,68.8762
2018-12-29,69.5218
2018-12-30,69.4706
2019-01-10,67.0795
2019-01-11,66.8605
2019-01-12,66.9167
2019-01-15,67.192
2019-01-16,67.082
2019-01-17,66.7617
2019-01-18,66.4438
2019-01-19,66.3309
2019-01-22,66.3634
2019-01-23,66.5499
2019-01-24,66.3318
2019-01-25,66.0016
2019-01-26,65.917
2019-01-29,65.93
2019-01-30,66.3412
2019-01-31,66.0987
2019-02-01,65.3577
2019-02-02,65.6601
2019-02-05,65.5859
2019-02-06,65.5691
2019-02-07,65.6686
2019-02-08,66.0199
2019-02-09,66.0628
2019-02-12,65.6517
2019-02-13,65.7147
2019-02-14,65.6783
2019-02-15,66.5429
2019-02-16,66.7044
2019-02-19,66.247
2019-02-20,66.2022
2019-02-21,65.8568
2019-02-22,65.5401
2019-02-23,65.5149
2019-02-26,65.2582
2019-02-27,65.6182
2019-02-28,65.757
2019-03-01,65.8895
2019-03-02,65.8145
2019-03-05,65.7956
2019-03-06,65.8004
2019-03-07,65.843
2019-03-08,65.9646
2019-03-12,66.0763
2019-03-13,65.7674
2019-03-14,65.589
2019-03-15,65.4021
2019-03-16,65.4201
2019-03-19,64.6694
2019-03-20,64.3167
2019-03-21,64.2803
2019-03-22,63.742
2019-03-23,63.7705
2019-03-26,64.4993
2019-03-27,64.1683
2019-03-28,64.5925
2019-03-29,64.8012
2019-03-30,64.7347
2019-04-02,65.4176
2019-04-03,65.4726
2019-04-04,65.1639
2019-04-05,65.3281
2019-04-06,65.4072
2019-04-09,65.3498
2019-04-10,64.7766
2019-04-11,64.7373
2019-04-12,64.3991
2019-04-13,64.5171
2019-04-16,64.2469
2019-04-17,64.2422
2019-04-18,63.945
2019-04-19,64.0688
2019-04-20,63.9602
2019-04-23,63.786
2019-04-24,63.7906
2019-04-25,63.9798
2019-04-26,64.6794
2019-04-27,64.7053
2019-04-30,64.6917
2019-05-01,64.6314
2019-05-07,65.335
2019-05-08,65.2166
2019-05-09,65.2287
2019-05-14,65.4703
2019-05-15,65.3001
2019-05-16,64.8489
2019-05-17,64.5598
2019-05-18,64.6327
2019-05-21,64.4888
2019-05-22,64.5372
2019-05-23,64.4156
2019-05-24,64.4913
2019-05-25,64.6106
2019-05-28,64.4636
2019-05-29,64.5394
2019-05-30,64.9084
2019-05-31,65.0583
2019-06-01,65.3834
2019-06-04,65.5547
2019-06-05,65.1614
2019-06-06,65.1243
2019-06-07,65.234
2019-06-08,65.0395
2019-06-11,64.7919
2019-06-12,64.5158
2019-06-14,64.6314
2019-06-15,64.4326
2019-06-18,64.3187
2019-06-19,64.3352
2019-06-20,63.9794
2019-06-21,63.3877
2019-06-22,63.1295
2019-06-25,62.9095
2019-06-26,62.5229
2019-06-27,62.8083
2019-06-28,63.0452
2019-06-29,63.0756
2019-07-02,63.0541
2019-07-03,63.2265
2019-07-04,63.4951
2019-07-05,63.4013
2019-07-06,63.5841
2019-07-09,63.8699
2019-07-10,63.766
2019-07-11,63.7988
2019-07-12,62.9944
2019-07-13,63.0204
2019-07-16,62.828
2019-07-17,62.8129
2019-07-18,62.9451
2019-07-19,62.8286
2019-07-20,62.8666
2019-07-23,62.9776
2019-07-24,63.129
2019-07-25,63.1162
2019-07-26,63.1572
2019-07-27,63.1271
2019-07-30,63.521
2019-07-31,63.3791
2019-08-01,63.4172
2019-08-02,63.834
2019-08-03,64.6423
2019-08-06,65.0546
2019-08-07,65.203
2019-08-08,65.0932
2019-08-09,65.1299
2019-08-10,65.2543
2019-08-13,65.4287
2019-08-14,65.6017
2019-08-15,65.2032
2019-08-16,65.8907
2019-08-17,65.9961
2019-08-20,66.6082
2019-08-21,66.784
2019-08-22,66.263
2019-08-23,65.6196
2019-08-24,65.6046
2019-08-27,65.9735
2019-08-28,66.2608
2019-08-29,66.4127
2019-08-30,66.7471
2019-08-31,66.4897
2019-09-03,66.6235
2019-09-04,66.9072
2019-09-05,66.5002
2019-09-06,66.0528
2019-09-07,65.9981
2019-09-10,65.5698
2019-09-11,65.4393
2019-09-12,65.4321
2019-09-13,65.1909
2019-09-14,64.4711
2019-09-17,63.8272
2019-09-18,64.1213
2019-09-19,64.429
2019-09-20,64.2199
2019-09-21,63.8487
2019-09-24,63.9453
2019-09-25,63.706
2019-09-26,64.1873
2019-09-27,64.2888
2019-09-28,64.4156
2019-10-01,64.6407
2019-10-02,65.067
2019-10-03,65.4399
2019-10-04,65.1312
2019-10-05,65.03
2019-10-08,64.8259
2019-10-09,64.8672
2019-10-10,65.0976
2019-10-11,64.7416
2019-10-12,64.2237
2019-10-15,64.3652
2019-10-16,64.2548
2019-10-17,64.3455
2019-10-18,64.0144
2019-10-19,63.9542
2019-10-22,63.7606
2019-10-23,63.6336
2019-10-24,63.7997
2019-10-25,63.86
2019-10-26,63.9966
2019-10-29,63.87
2019-10-30,63.832
2019-10-31,63.8734
2019-11-01,63.7748
2019-11-02,64.0316
2019-11-06,63.248
2019-11-07,63.588
2019-11-08,63.7298
2019-11-09,63.7295
2019-11-12,63.9121
2019-11-13,63.853
2019-11-14,64.2009
2019-11-15,64.2101
2019-11-16,63.8881
2019-11-19,63.7542
2019-11-20,63.773
2019-11-21,64.0213
2019-11-22,63.843
2019-11-23,63.7101
2019-11-26,63.7637
2019-11-27,64.0239
2019-11-28,63.9722
2019-11-29,64.1005
2019-11-30,64.0817
2019-12-03,64.4097
2019-12-04,64.1401
2019-12-05,64.1948
2019-12-06,63.8135
2019-12-07,63.7185
2019-12-10,63.7244
2019-12-11,63.5788
2019-12-12,63.5653
2019-12-13,63.2257
2019-12-14,62.5544
2019-12-17,62.7686
2019-12-18,62.5326
2019-12-19,62.5831
2019-12-20,62.5283
2019-12-21,62.4071
2019-12-24,62.2499
2019-12-25,62.1673
2019-12-26,61.7164
2019-12-27,61.7676
2019-12-28,62.0315
2019-12-31,61.9057
2020-01-01,61.9057
2020-01-10,61.234
2020-01-11,61.2632
2020-01-14,60.9474
2020-01-15,61.414
2020-01-16,61.4328
2020-01-17,61.5694
2020-01-18,61.5333
2020-01-21,61.4654
2020-01-22,61.8552
2020-01-23,61.8343
2020-01-24,61.9515
2020-01-25,61.8031
2020-01-28,62.338
2020-01-29,62.8299
2020-01-30,62.3934
2020-01-31,63.0359
2020-02-01,63.1385
2020-02-04,63.9091
2020-02-05,63.4342
2020-02-06,63.1742
2020-02-07,62.7977
2020-02-08,63.472
2020-02-11,63.7708
2020-02-12,63.949
2020-02-13,63.047
2020-02-14,63.6016
2020-02-15,63.4536
2020-02-18,63.3085
2020-02-19,63.7698
2020-02-20,63.6873
2020-02-21,63.7413
2020-02-22,64.3008
2020-02-26,64.9213
2020-02-27,65.5177
2020-02-28,65.6097
2020-02-29,66.9909
2020-03-03,66.3274
2020-03-04,66.4437
2020-03-05,66.0784
2020-03-06,66.1854
2020-03-07,67.5175
2020-03-11,72.0208
2020-03-12,71.472
2020-03-13,74.0274
2020-03-14,73.1882
2020-03-17,74.1262
2020-03-18,73.8896
2020-03-19,77.2131
2020-03-20,80.157
2020-03-21,78.0443
2020-03-24,80.8815
2020-03-25,78.8493
2020-03-26,77.7928
2020-03-27,78.7223
2020-03-28,77.7325
2020-04-07,76.4074
2020-04-08,75.455
2020-04-09,75.7499
2020-04-10,74.605
2020-04-11,73.7515
2020-04-14,73.5245
2020-04-15,73.315
2020-04-16,73.7145
2020-04-17,74.7119
2020-04-18,73.9441
2020-04-21,74.6657
2020-04-22,76.2562
2020-04-23,77.0416
2020-04-24,75.129
2020-04-25,74.7163
2020-04-28,74.496
2020-04-29,74.5706
2020-04-30,73.6894
2020-05-01,72.7263
2020-05-07,73.9719
2020-05-08,74.1169
2020-05-09,73.8725
2020-05-13,73.4326
2020-05-14,73.5819
2020-05-15,73.9298
2020-05-16,73.2056
2020-05-19,72.9798
2020-05-20,72.3918
2020-05-21,72.3381
2020-05-22,70.924
2020-05-23,71.8804
2020-05-26,71.5962
2020-05-27,71.1408
2020-05-28,71.0635
2020-05-29,71.1012
2020-05-30,70.752
2020-06-02,69.7114
2020-06-03,68.9831
2020-06-04,68.3413
2020-06-05,69.0151
2020-06-06,68.6319
2020-06-09,68.3123
2020-06-10,68.6745
2020-06-11,68.6183
2020-06-12,69.1219
2020-06-16,70.395
2020-06-17,69.7524
2020-06-18,69.4822
2020-06-19,69.618
2020-06-20,69.5725
2020-06-23,69.4835
2020-06-24,68.8376
2020-06-25,68.8376
2020-06-26,69.466
2020-06-27,69.1284
2020-06-30,69.9513
2020-07-01,70.4413
2020-07-02,70.4413
2020-07-03,70.5198
2020-07-04,70.4999
2020-07-07,71.3409
2020-07-08,72.1719
2020-07-09,71.2379
2020-07-10,70.88
2020-07-11,71.2298
2020-07-14,70.7479
2020-07-15,71.1275
2020-07-16,70.7998
2020-07-17,71.231
2020-07-18,71.7139
2020-07-21,71.9628
2020-07-22,70.9668
2020-07-23,70.7881
2020-07-24,70.963
2020-07-25,71.5974
2020-07-28,71.585
2020-07-29,71.9196
2020-07-30,72.2348
2020-07-31,73.3633
2020-08-01,73.4261
2020-08-04,74.1586
2020-08-05,73.3806
2020-08-06,73.2806
2020-08-07,73.0397
2020-08-08,73.6376
2020-08-11,73.775
2020-08-12,73.1522
2020-08-13,73.2351
2020-08-14,73.6067
2020-08-15,73.2157
2020-08-18,72.9676
2020-08-19,73.4321
2020-08-20,73.2392
2020-08-21,73.7711
2020-08-22,74.0999
2020-08-25,74.4184
2020-08-26,74.5126
2020-08-27,75.5379
2020-08-28,75.2354
2020-08-29,74.6382
2020-09-01,73.8039
2020-09-02,73.5849
2020-09-03,73.8588
2020-09-04,75.468
2020-09-05,75.1823
2020-09-08,75.591
2020-09-09,75.9645
2020-09-10,76.0713
2020-09-11,75.5274
2020-09-12,74.8896
2020-09-15,74.7148
2020-09-16,75.1884
2020-09-17,74.9278
2020-09-18,75.1941
2020-09-19,75.0319
2020-09-22,76.0381
2020-09-23,76.2711
2020-09-24,76.3545
2020-09-25,77.178
2020-09-26,76.8195
2020-09-29,78.6713
2020-09-30,79.6845
2020-10-01,78.7847
2020-10-02,77.2774
2020-10-03,78.0915
2020-10-06,78.1281
2020-10-07,78.5119
2020-10-08,78.0921
2020-10-09,77.9157
2020-10-10,77.0284
2020-10-13,77.0239
2020-10-14,77.2855
2020-10-15,77.2759
2020-10-16,77.9461
2020-10-17,77.9644
2020-10-20,77.9241
2020-10-21,77.778
2020-10-22,77.0322
2020-10-23,77.0809
2020-10-24,76.4667
2020-10-27,76.4443
2020-10-28,76.4556
2020-10-29,77.552
2020-10-30,78.8699
2020-10-31,79.3323
2020-11-03,80.5749
2020-11-04,80.0006
2020-11-06,78.4559
2020-11-07,77.1875
2020-11-10,76.9515
2020-11-11,76.3978
2020-11-12,76.2075
2020-11-13,77.1148
2020-11-14,77.3262
2020-11-17,76.9197
2020-11-18,76.253
2020-11-19,75.9268
2020-11-20,76.2627
2020-11-21,76.012
2020-11-24,75.76
2020-11-25,75.8146
2020-11-26,75.4727
2020-11-27,75.4518
2020-11-28,75.8599
2020-12-01,76.1999
2020-12-02,76.3203
2020-12-03,75.6151
2020-12-04,75.1996
2020-12-05,74.2529
2020-12-08,74.2506
2020-12-09,73.6618
2020-12-10,73.3057
2020-12-11,73.7124
2020-12-12,73.1195
2020-12-15,72.9272
2020-12-16,73.4453
2020-12-17,73.4201
2020-12-18,72.9781
2020-12-19,73.3155
2020-12-22,74.6721
2020-12-23,75.3498
2020-12-24,75.4571
2020-12-25,74.8392
2020-12-26,73.6921
2020-12-29,73.7175
2020-12-30,73.6567
2020-12-31,73.8757
2021-01-01,73.8757
2021-01-12,74.5157
2021-01-13,74.2663
2021-01-14,73.5264
2021-01-15,73.7961
2021-01-16,73.5453
2021-01-19,73.9735
2021-01-20,73.7243
2021-01-21,73.355
2021-01-22,73.3694
2021-01-23,74.3615
2021-01-26,74.8569
2021-01-27,75.6354
2021-01-28,75.04
2021-01-29,76.1854
2021-01-30,76.2527
2021-02-02,75.5053
2021-02-03,75.9051
2021-02-04,76.0801
2021-02-05,75.7293
2021-02-06,75.1107
2021-02-09,74.2602
2021-02-10,74.1192
2021-02-11,73.8526
2021-02-12,73.7579
2021-02-13,73.9378
2021-02-16,73.3092
2021-02-17,73.2895
2021-02-18,73.7669
2021-02-19,73.7755
2021-02-20,73.9717
2021-02-21,73.9833
2021-02-25,73.7532
2021-02-26,73.4747
2021-02-27,74.4373
2021-03-02,74.0448
2021-03-03,74.5755
2021-03-04,73.5187
2021-03-05,73.7864
2021-03-06,74.4275
2021-03-10,74.264
2021-03-11,74.0393
2021-03-12,73.4996
2021-03-13,73.5081
2021-03-16,73.2317
2021-03-17,72.9619
2021-03-18,73.1019
2021-03-19,73.6582
2021-03-20,74.139
2021-03-23,74.6085
2021-03-24,75.3585
2021-03-25,76.1535
2021-03-26,76.1741
2021-03-27,75.7576
2021-03-30,75.8287
2021-03-31,75.7023
